URL,Name,Price(rs),Rating,Reviews,Description,ASIN,Manufecturer
https://www.amazon.in//American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-3,        American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK)       ,"1,199",4.1 out of 5 stars,"52,288 ratings","    Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No     Outer Material: Polyester, Color: Black     Water Resistance: Water resistant , not Waterproof     Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters     Number of Wheels: 0, Number of compartments: 3     Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of     Mesh pockets on both sides to accommodate your sipper or bottle and umbrella     Mesh Padding on back & shoulder strap to provide comfort & better back support    ", B07CJCGM1M ,RetailEZ Pvt Ltd
https://www.amazon.in//Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-4,        Skybags Brat Black 46 Cms Casual Backpack       ,659,4.1 out of 5 stars,"3,770 ratings","    Combination of functional & safety features in stylish design, Soft mesh back with 8 mm foam padded 2 Main Compartment, 1 Slip In Pocket inside the bag, Printed Design, Mesh bottle holder on the side,    ",,RetailEZ Pvt Ltd
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-5,        Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black)       ,565,4.3 out of 5 stars,"9,794 ratings","    30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.     Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.     Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.     Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks     1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty     Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.    ", B084JGJ8PF ,Appario Retail Private Ltd
https://www.amazon.in//Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-6,        Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley       ,949,3.9 out of 5 stars,"6,297 ratings","    The Lino wheel Duffle Bag from Lavie Sport is a voluminous yet lightweight travel duffle. Made of high quality and durable materials, it provides the same function as a large-sized suitcase.Perfect travel duffle for weekend getaways.     Built to last: This duffle bag for travel features a combi-lock, shoulder strap, fully lined interior and is built with high-quality polyester fabric for the utmost durability. Made from water repellent & premium zippers, it makes it a super durable and lightweight all-weather travel duffle bag.     Plenty of Space & Easy to carry: The front side features a zippered pocket that is perfect to store quick access essentials. Lino luggage bags for travel have sturdy heavy-duty treaded rubber wheels in a protective wheel housing and retractable trolley for smooth mobility and maximum durability.     External Dimension: Length – 63cm, Width – 30cm, Height – 32cm, Capacity - 60 Litres.     Manufacturer warranty - 2 years    ",,RetailEZ Pvt Ltd
https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-7,        ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue)       ,499,3.8 out of 5 stars,566 ratings,    Material: Water Resistant Light-Weight Polyester<br>     Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>     Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>     Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>     Closure Type: Zipper<br>    ,,Appario Retail Private Ltd
https://www.amazon.in//Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-8,        Half Moon 35 L Waterproof Laptop College School Office Bag Backpack for Men Women Boys Girls with 15.6 inch Padded Laptop Compartment & Rain Cover (Navy_Blue)       ,689,3.9 out of 5 stars,"15,248 ratings","    SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort     COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women     PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm     BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily.     OTHER FEATURES: Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.    ",,Half_Moon
https://www.amazon.in//GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-9,        Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black       ,214,3.7 out of 5 stars,"6,056 ratings","    Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.     Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)     Number of compartments: 1; Compatible Laptop Size : 15.4     Warranty Type: Manufacturer; 1 Year from the date of purchase     Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper    ",,RetailEZ Pvt Ltd
https://www.amazon.in//SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-10,        SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB)       ,299,4.0 out of 5 stars,"18,009 ratings","    Outer Material: Polyester, Color: Sea Blue     Not water resistant. With Rain Cover:No     Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)     Number of compartments: 2; Laptop Compatibility: No     Age Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility Pocket     Drawstring, 2 Compartments, Compact Size    ",,RetailEZ Pvt Ltd
https://www.amazon.in//Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-13,        Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets       ,699,3.7 out of 5 stars,115 ratings,"    MULTI-FUNCTION COMPARTMENT: HALF MOON backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more. <br>     DURABLE MATERIAL: Superior quality durable ECO Friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities <br>     COMFORTABLE DESIGN: Our backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear; Compact:Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella. <br>     Size:18*13*10 inch(L*W*H), Capacity: 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; OTHER FEATURES: Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc <br>     Age Range Description: Kid; Pocket Description: Utility Pocket; Special Features: Water Resistant; Pattern Name: Solid; Water Resistance Level: Water Resistant <br>    ",,Half_Moon
https://www.amazon.in//American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-14,"        American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER       ","1,299",4.1 out of 5 stars,8 ratings,"    Care Instructions: Hand Wash Only     Well Organized compartment ,Security Back Pocket    ",,RetailEZ Pvt Ltd
https://www.amazon.in//Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-15,        Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover       ,849,3.9 out of 5 stars,"2,340 ratings","    SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort <br>     COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls. <br>     SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. <br>     ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Casual <br>     OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc <br>    ",,Half_Moon
https://www.amazon.in//Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-16,"        FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls       ",689,3.9 out of 5 stars,"3,119 ratings",    Care Instructions: Wipe with Damp Cloth     Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>     USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>     Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>     Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>     Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult<br>    ,,RetailEZ Pvt Ltd
https://www.amazon.in//Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-17,"        Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)       ",398,4.1 out of 5 stars,"8,155 ratings","    Made of multi-coated 600D polyester Material ; Water Repellent     Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters     Small Size backpack; Laptop Compatibility: No     This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more     With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books     6 months limited warranty    ", B088XB5XY8 ,Appario Retail Private Ltd
https://www.amazon.in//Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-18,        Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown       ,"1,075",4.4 out of 5 stars,"5,454 ratings","    Outer material: synthetic, color: brown     Waterproof     Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)     Number of compartments: 2     Laptop compatibility: yes, laptop size: 16strap type: adjustable     Anti theft waterproof bag with anti sweat fabric on back and shoulder straps     USB and headphone cable slot    ",,RetailEZ Pvt Ltd
https://www.amazon.in//FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-19,        Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel       ,889,4.3 out of 5 stars,"5,556 ratings","    MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.     Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.     Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment     Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.     Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects    ",,RetailEZ Pvt Ltd
https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1679392361&sprefix=ba%2Caps%2C283&sr=8-20,"        Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)       ",799,3.9 out of 5 stars,715 ratings,"    100% Polyester, High Quality, Durable and Water Resistant Fabric     2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook     Front storage pocket keeps smaller items neatly organized and easy to access     Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects     Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight    ",,RetailEZ Pvt Ltd
https://www.amazon.in//ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-19,        ADISA Light Weight Laptop Backpack 32 Ltrs       ,499,4.0 out of 5 stars,"5,646 ratings","    Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo     Dimensions : LxWxH- 31 x 18 x 47 cms     Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)     No. of Compartments : 3 with full padding     NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)    ",,Appario Retail Private Ltd
https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-20,        ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey)       ,599,4.0 out of 5 stars,31 ratings,    Material: Water Resistant Strong Polyester     Compartments: 2 with padding     Laptop Size: 15.6 inch and below     Dimensions: LxWxH - 11 x 6 x 18 inches     Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover    ,,Appario Retail Private Ltd
https://www.amazon.in//Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-21,        Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover       ,849,3.9 out of 5 stars,"2,340 ratings","    SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort<br> <br>     COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.<br> <br>     SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.<br> <br>     ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Style Name: Casual; Pocket Description: Utility Pocket; Compartment Description: Up To 17 Inches; Age Range Description: Adult<br>;Pattern Name: Solid <br>     OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc<br> <br>    ",,Half_Moon
https://www.amazon.in//Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-22,        Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black)       ,"1,131",4.3 out of 5 stars,"5,161 ratings","    Outer Material: Polyester, Color: Black     Water Resistance: Water resistant     Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2     Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,     Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks    ","
                ‎B075MK4TXP ",RetailEZ Pvt Ltd
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-23,        Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack       ,473,4.3 out of 5 stars,"12,341 ratings","    Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex     Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps     Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks     Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket     Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry    ", B07PLKV6D1 ,Appario Retail Private Ltd
https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-24,        ADISA Laptop Backpack 31 Ltrs       ,499,4.0 out of 5 stars,"9,083 ratings","    Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo     NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display)     Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)     Compartments: 2 with full padding; Front Easy-Access Pocket     Dimensions : L x W x H- 12 x 7 x 18 inches    ",,Appario Retail Private Ltd
https://www.amazon.in//Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-25,"        Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment       ",839,4.2 out of 5 stars,"4,957 ratings",    Large sized black and grey colour trekking rucksack for men and women for travel use as well as for trendy college and school students. Huge compartment size that can fit upto several pairs of clothes with ease with separate pocket for shoesMultiple pockets for other accessories and water bottle<br>     External clips to hold a yoga mat on the backside available with this rucksack. Also available on both sides of the rucksack are additional clips which can be used to carry camera stands as well as other climbing equipments<br>     The rucksack features a sleek and ergonomic design with a balanced weight distribution through its shoulder straps and waist strapsThis makes this product a suitable alternative to bulky and unsightly rucksacksThe compact design of this trekking bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease<br>     Capacity: 55 L ; weight: 700 grams; dimensions: 35 cms x 25 cms x 65 cms (LxWxH); 1 Year manufacturer warranty against defects; Lining Description: Polyester; Special Features: Back Padding; Pocket Description: Utility Pocket; Style Name: Rucksack Backpacks; Closure Type: Zipper; Age Range Description: Adult; Color Name: Black Grey<br>     Water Resistance Level: Water Resistant; Warranty Description: 1 Year Manufacturer Warranty Against Defects Only<br>    ,,RetailEZ Pvt Ltd
https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-26,"        Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping       ",799,3.9 out of 5 stars,"2,428 ratings","    HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.     FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access     MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella     COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps     WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects    ",,RetailEZ Pvt Ltd
https://www.amazon.in//American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-29,        American Tourister Casual Backpack       ,"1,249",4.1 out of 5 stars,"14,461 ratings","    Laptop Compatibility: No, Strap Type: Adjustable     Outer Material: Polyester, Color: Blue     Water Resistance: Water resistant, Capacity: 29 liters; Dimensions: 33 x 51 x 22 cms (LxHxW)     Number of Wheels: 0, Number of compartments: 3     Mesh Padding on back & shoulder strap to provide comfort & better back support    ",,RetailEZ Pvt Ltd
https://www.amazon.in//Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-30,        Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port       ,799,4.0 out of 5 stars,"10,754 ratings","    KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.     Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag.     Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.     Durable and Sturdy - Made from durable quality polymer fabric, this Fur Jaden backpack is sturdy and reliable. Flaunt this bag with style and enjoy life with this low maintenance bag which is also washable. This backpack is also suitable for school or college.     Warranty - 1 Year Manufacturer Warranty Against Manufacturing Defects    ",,RetailEZ Pvt Ltd
https://www.amazon.in//F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-31,        F Gear Luxur Brown 25 liter Laptop Backpack (2404)       ,"1,032",4.4 out of 5 stars,"16,463 ratings","    Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)    ",,RetailEZ Pvt Ltd
https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1679392546&sprefix=ba%2Caps%2C283&sr=8-32,        ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green)       ,599,4.0 out of 5 stars,31 ratings,    Material: Water Resistant Strong Polyester     Compartments: 2 with padding     Laptop Size: 15.6 inch and below     Dimensions: LxWxH - 11 x 6 x 18 inches     Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover    ,,Appario Retail Private Ltd
